Area_Name	Year	Group_Name	Cases_Convicted	Cases_Reported
Delhi	2007	Kidnapping & Abduction - Women & Girls	38	1167
Goa	2007	Kidnapping & Abduction - Women & Girls	2	7
Gujarat	2007	Kidnapping & Abduction - Women & Girls	55	1089
Haryana	2007	Kidnapping & Abduction - Women & Girls	50	554
Himachal Pradesh	2007	Kidnapping & Abduction - Women & Girls	3	150
Jammu & Kashmir	2007	Kidnapping & Abduction - Women & Girls	2	707
Jharkhand	2007	Kidnapping & Abduction - Women & Girls	125	534
Karnataka	2007	Kidnapping & Abduction - Women & Girls	13	390
Kerala	2007	Kidnapping & Abduction - Women & Girls	9	177
Lakshadweep	2007	Kidnapping & Abduction - Women & Girls	0	0
Madhya Pradesh	2007	Kidnapping & Abduction - Women & Girls	146	701
Maharashtra	2007	Kidnapping & Abduction - Women & Girls	53	967
Manipur	2007	Kidnapping & Abduction - Women & Girls	1	83
Meghalaya	2007	Kidnapping & Abduction - Women & Girls	4	22
Mizoram	2007	Kidnapping & Abduction - Women & Girls	0	0
Nagaland	2007	Kidnapping & Abduction - Women & Girls	2	6
Odisha	2007	Kidnapping & Abduction - Women & Girls	28	660
Puducherry	2007	Kidnapping & Abduction - Women & Girls	1	14
Punjab	2007	Kidnapping & Abduction - Women & Girls	26	545
Rajasthan	2007	Kidnapping & Abduction - Women & Girls	132	1694
Sikkim	2007	Kidnapping & Abduction - Women & Girls	0	9
Tamil Nadu	2007	Kidnapping & Abduction - Women & Girls	53	1097
Tripura	2007	Kidnapping & Abduction - Women & Girls	5	81
Uttar Pradesh	2007	Kidnapping & Abduction - Women & Girls	804	3363
Uttarakhand	2007	Kidnapping & Abduction - Women & Girls	37	227
West Bengal	2007	Kidnapping & Abduction - Women & Girls	31	1590
Andaman & Nicobar Islands	2008	Kidnapping & Abduction - Women & Girls	0	13
Andhra Pradesh	2008	Kidnapping & Abduction - Women & Girls	37	1396
Arunachal Pradesh	2008	Kidnapping & Abduction - Women & Girls	4	47
Assam	2008	Kidnapping & Abduction - Women & Girls	89	1789
Bihar	2008	Kidnapping & Abduction - Women & Girls	138	1789
Chandigarh	2008	Kidnapping & Abduction - Women & Girls	8	42
Chhattisgarh	2008	Kidnapping & Abduction - Women & Girls	23	216
Dadra & Nagar Haveli	2008	Kidnapping & Abduction - Women & Girls	0	11
Daman & Diu	2008	Kidnapping & Abduction - Women & Girls	0	1
Delhi	2008	Kidnapping & Abduction - Women & Girls	27	1136
Goa	2008	Kidnapping & Abduction - Women & Girls	1	28
Gujarat	2008	Kidnapping & Abduction - Women & Girls	44	1119
Haryana	2008	Kidnapping & Abduction - Women & Girls	71	644
Himachal Pradesh	2008	Kidnapping & Abduction - Women & Girls	10	137
Jammu & Kashmir	2008	Kidnapping & Abduction - Women & Girls	1	656
Jharkhand	2008	Kidnapping & Abduction - Women & Girls	57	499
Karnataka	2008	Kidnapping & Abduction - Women & Girls	6	405
Kerala	2008	Kidnapping & Abduction - Women & Girls	1	166
Lakshadweep	2008	Kidnapping & Abduction - Women & Girls	0	1
Madhya Pradesh	2008	Kidnapping & Abduction - Women & Girls	204	736
Maharashtra	2008	Kidnapping & Abduction - Women & Girls	47	998
Manipur	2008	Kidnapping & Abduction - Women & Girls	0	87
Meghalaya	2008	Kidnapping & Abduction - Women & Girls	0	25
Mizoram	2008	Kidnapping & Abduction - Women & Girls	0	1
Nagaland	2008	Kidnapping & Abduction - Women & Girls	5	7
Odisha	2008	Kidnapping & Abduction - Women & Girls	67	762
Puducherry	2008	Kidnapping & Abduction - Women & Girls	0	9
Punjab	2008	Kidnapping & Abduction - Women & Girls	22	514
Rajasthan	2008	Kidnapping & Abduction - Women & Girls	121	1863
Sikkim	2008	Kidnapping & Abduction - Women & Girls	1	4
Tamil Nadu	2008	Kidnapping & Abduction - Women & Girls	138	1160
Tripura	2008	Kidnapping & Abduction - Women & Girls	4	110
Uttar Pradesh	2008	Kidnapping & Abduction - Women & Girls	1172	4439
Uttarakhand	2008	Kidnapping & Abduction - Women & Girls	44	222
West Bengal	2008	Kidnapping & Abduction - Women & Girls	36	1907
Andaman & Nicobar Islands	2009	Kidnapping & Abduction - Women & Girls	0	14
Andhra Pradesh	2009	Kidnapping & Abduction - Women & Girls	50	1526
Arunachal Pradesh	2009	Kidnapping & Abduction - Women & Girls	4	28
Assam	2009	Kidnapping & Abduction - Women & Girls	77	2092
Bihar	2009	Kidnapping & Abduction - Women & Girls	114	1986
Chandigarh	2009	Kidnapping & Abduction - Women & Girls	11	36
Chhattisgarh	2009	Kidnapping & Abduction - Women & Girls	40	229
Dadra & Nagar Haveli	2009	Kidnapping & Abduction - Women & Girls	2	9
Daman & Diu	2009	Kidnapping & Abduction - Women & Girls	0	0
Delhi	2009	Kidnapping & Abduction - Women & Girls	46	1655
Goa	2009	Kidnapping & Abduction - Women & Girls	0	22
Gujarat	2009	Kidnapping & Abduction - Women & Girls	42	1162
Haryana	2009	Kidnapping & Abduction - Women & Girls	74	659
Himachal Pradesh	2009	Kidnapping & Abduction - Women & Girls	5	122
Jammu & Kashmir	2009	Kidnapping & Abduction - Women & Girls	11	825
Jharkhand	2009	Kidnapping & Abduction - Women & Girls	129	517
Karnataka	2009	Kidnapping & Abduction - Women & Girls	5	408
Kerala	2009	Kidnapping & Abduction - Women & Girls	8	173
Lakshadweep	2009	Kidnapping & Abduction - Women & Girls	0	0
Madhya Pradesh	2009	Kidnapping & Abduction - Women & Girls	121	841
Maharashtra	2009	Kidnapping & Abduction - Women & Girls	31	926
Manipur	2009	Kidnapping & Abduction - Women & Girls	0	97
Meghalaya	2009	Kidnapping & Abduction - Women & Girls	0	26
Mizoram	2009	Kidnapping & Abduction - Women & Girls	1	0
Nagaland	2009	Kidnapping & Abduction - Women & Girls	1	10
Odisha	2009	Kidnapping & Abduction - Women & Girls	40	799
Puducherry	2009	Kidnapping & Abduction - Women & Girls	0	13
Punjab	2009	Kidnapping & Abduction - Women & Girls	34	513
Rajasthan	2009	Kidnapping & Abduction - Women & Girls	120	2310
Sikkim	2009	Kidnapping & Abduction - Women & Girls	2	6
Tamil Nadu	2009	Kidnapping & Abduction - Women & Girls	56	1133
Tripura	2009	Kidnapping & Abduction - Women & Girls	6	92
Uttar Pradesh	2009	Kidnapping & Abduction - Women & Girls	1251	5078
Uttarakhand	2009	Kidnapping & Abduction - Women & Girls	36	247
West Bengal	2009	Kidnapping & Abduction - Women & Girls	31	2187
Andaman & Nicobar Islands	2010	Kidnapping & Abduction - Women & Girls	0	8
Andhra Pradesh	2010	Kidnapping & Abduction - Women & Girls	75	1531
Arunachal Pradesh	2010	Kidnapping & Abduction - Women & Girls	2	46
Assam	2010	Kidnapping & Abduction - Women & Girls	106	2767
Bihar	2010	Kidnapping & Abduction - Women & Girls	108	2569
Chandigarh	2010	Kidnapping & Abduction - Women & Girls	6	28
Chhattisgarh	2010	Kidnapping & Abduction - Women & Girls	36	279
Dadra & Nagar Haveli	2010	Kidnapping & Abduction - Women & Girls	1	10
Daman & Diu	2010	Kidnapping & Abduction - Women & Girls	0	2
Delhi	2010	Kidnapping & Abduction - Women & Girls	85	1740
Goa	2010	Kidnapping & Abduction - Women & Girls	1	18
Gujarat	2010	Kidnapping & Abduction - Women & Girls	51	1290
Haryana	2010	Kidnapping & Abduction - Women & Girls	91	714
Himachal Pradesh	2010	Kidnapping & Abduction - Women & Girls	5	162
Jammu & Kashmir	2010	Kidnapping & Abduction - Women & Girls	5	840
Jharkhand	2010	Kidnapping & Abduction - Women & Girls	67	696
Karnataka	2010	Kidnapping & Abduction - Women & Girls	14	586
Kerala	2010	Kidnapping & Abduction - Women & Girls	4	184
Lakshadweep	2010	Kidnapping & Abduction - Women & Girls	0	0
Madhya Pradesh	2010	Kidnapping & Abduction - Women & Girls	208	1030
Maharashtra	2010	Kidnapping & Abduction - Women & Girls	21	1124
Manipur	2010	Kidnapping & Abduction - Women & Girls	0	107
Meghalaya	2010	Kidnapping & Abduction - Women & Girls	0	37
Mizoram	2010	Kidnapping & Abduction - Women & Girls	0	0
Nagaland	2010	Kidnapping & Abduction - Women & Girls	4	6
Odisha	2010	Kidnapping & Abduction - Women & Girls	31	912
Puducherry	2010	Kidnapping & Abduction - Women & Girls	2	14
Punjab	2010	Kidnapping & Abduction - Women & Girls	47	576
Rajasthan	2010	Kidnapping & Abduction - Women & Girls	128	2477
Sikkim	2010	Kidnapping & Abduction - Women & Girls	1	6
Tamil Nadu	2010	Kidnapping & Abduction - Women & Girls	104	1464
Tripura	2010	Kidnapping & Abduction - Women & Girls	3	91
Uttar Pradesh	2010	Kidnapping & Abduction - Women & Girls	1594	5468
Uttarakhand	2010	Kidnapping & Abduction - Women & Girls	36	249
West Bengal	2010	Kidnapping & Abduction - Women & Girls	37	2764
Andaman & Nicobar Islands	2001	Dowry Deaths	0	0
Andhra Pradesh	2001	Dowry Deaths	87	420
Arunachal Pradesh	2001	Dowry Deaths	0	0
Assam	2001	Dowry Deaths	8	59
Bihar	2001	Dowry Deaths	146	859
Chandigarh	2001	Dowry Deaths	2	3
Chhattisgarh	2001	Dowry Deaths	15	70
Dadra & Nagar Haveli	2001	Dowry Deaths	1	0
Daman & Diu	2001	Dowry Deaths	0	0
Delhi	2001	Dowry Deaths	58	113
Goa	2001	Dowry Deaths	1	2
Gujarat	2001	Dowry Deaths	1	67
Haryana	2001	Dowry Deaths	52	285
Himachal Pradesh	2001	Dowry Deaths	0	10
Jammu & Kashmir	2001	Dowry Deaths	0	13
Jharkhand	2001	Dowry Deaths	50	217
Karnataka	2001	Dowry Deaths	13	220
Kerala	2001	Dowry Deaths	6	27
Lakshadweep	2001	Dowry Deaths	0	0
Madhya Pradesh	2001	Dowry Deaths	165	609
Maharashtra	2001	Dowry Deaths	34	308
Manipur	2001	Dowry Deaths	0	0
Meghalaya	2001	Dowry Deaths	0	0
Mizoram	2001	Dowry Deaths	0	0
Nagaland	2001	Dowry Deaths	0	0
Odisha	2001	Dowry Deaths	34	294
Puducherry	2001	Dowry Deaths	2	1
Punjab	2001	Dowry Deaths	50	159
Rajasthan	2001	Dowry Deaths	106	376
Sikkim	2001	Dowry Deaths	0	0
Tamil Nadu	2001	Dowry Deaths	44	191
Tripura	2001	Dowry Deaths	2	16
Uttar Pradesh	2001	Dowry Deaths	727	2211
Uttarakhand	2001	Dowry Deaths	24	56
West Bengal	2001	Dowry Deaths	25	265
Andaman & Nicobar Islands	2002	Dowry Deaths	0	0
Andhra Pradesh	2002	Dowry Deaths	61	449
Arunachal Pradesh	2002	Dowry Deaths	0	0
Assam	2002	Dowry Deaths	6	70
Bihar	2002	Dowry Deaths	80	927
Chandigarh	2002	Dowry Deaths	2	1
Chhattisgarh	2002	Dowry Deaths	22	85
Dadra & Nagar Haveli	2002	Dowry Deaths	0	0
Daman & Diu	2002	Dowry Deaths	0	0
Delhi	2002	Dowry Deaths	12	135
Goa	2002	Dowry Deaths	0	2
Gujarat	2002	Dowry Deaths	3	62
Haryana	2002	Dowry Deaths	59	256
Himachal Pradesh	2002	Dowry Deaths	3	6
Jammu & Kashmir	2002	Dowry Deaths	1	18
Jharkhand	2002	Dowry Deaths	78	275
Karnataka	2002	Dowry Deaths	13	233
Kerala	2002	Dowry Deaths	2	17
Lakshadweep	2002	Dowry Deaths	0	0
Madhya Pradesh	2002	Dowry Deaths	203	674
Maharashtra	2002	Dowry Deaths	36	303
Manipur	2002	Dowry Deaths	0	0
Meghalaya	2002	Dowry Deaths	0	0
Mizoram	2002	Dowry Deaths	0	0
Nagaland	2002	Dowry Deaths	0	0
Odisha	2002	Dowry Deaths	32	248
Puducherry	2002	Dowry Deaths	0	5
Punjab	2002	Dowry Deaths	70	166
Rajasthan	2002	Dowry Deaths	139	399
Sikkim	2002	Dowry Deaths	0	0
Tamil Nadu	2002	Dowry Deaths	76	243
Tripura	2002	Dowry Deaths	7	16
Uttar Pradesh	2002	Dowry Deaths	902	1893
Uttarakhand	2002	Dowry Deaths	30	66
West Bengal	2002	Dowry Deaths	33	273
Andaman & Nicobar Islands	2003	Dowry Deaths	0	0
Andhra Pradesh	2003	Dowry Deaths	71	466
Arunachal Pradesh	2003	Dowry Deaths	0	0
Assam	2003	Dowry Deaths	8	60
Bihar	2003	Dowry Deaths	101	909
Chandigarh	2003	Dowry Deaths	0	1
Chhattisgarh	2003	Dowry Deaths	20	79
Dadra & Nagar Haveli	2003	Dowry Deaths	0	0
Daman & Diu	2003	Dowry Deaths	0	1
Delhi	2003	Dowry Deaths	9	130
Goa	2003	Dowry Deaths	0	2
Gujarat	2003	Dowry Deaths	4	54
Haryana	2003	Dowry Deaths	60	222
Himachal Pradesh	2003	Dowry Deaths	0	6
Jammu & Kashmir	2003	Dowry Deaths	4	10
Jharkhand	2003	Dowry Deaths	52	262
Karnataka	2003	Dowry Deaths	24	194
Kerala	2003	Dowry Deaths	4	33
Lakshadweep	2003	Dowry Deaths	0	0
Madhya Pradesh	2003	Dowry Deaths	217	648
Maharashtra	2003	Dowry Deaths	81	368
Manipur	2003	Dowry Deaths	0	0
Meghalaya	2003	Dowry Deaths	0	0
Mizoram	2003	Dowry Deaths	0	0
Nagaland	2003	Dowry Deaths	0	0
Odisha	2003	Dowry Deaths	48	279
Puducherry	2003	Dowry Deaths	0	1
Punjab	2003	Dowry Deaths	101	110
Rajasthan	2003	Dowry Deaths	121	389
Sikkim	2003	Dowry Deaths	0	0
Tamil Nadu	2003	Dowry Deaths	66	220
Tripura	2003	Dowry Deaths	7	20
Uttar Pradesh	2003	Dowry Deaths	649	1322
Uttarakhand	2003	Dowry Deaths	25	93
West Bengal	2003	Dowry Deaths	36	329
Andaman & Nicobar Islands	2004	Dowry Deaths	1	0
Andhra Pradesh	2004	Dowry Deaths	66	512
Arunachal Pradesh	2004	Dowry Deaths	0	0
Assam	2004	Dowry Deaths	14	74
Bihar	2004	Dowry Deaths	88	1029
Chandigarh	2004	Dowry Deaths	0	6
Chhattisgarh	2004	Dowry Deaths	32	71
Dadra & Nagar Haveli	2004	Dowry Deaths	0	0
Daman & Diu	2004	Dowry Deaths	0	0
Delhi	2004	Dowry Deaths	29	126
Goa	2004	Dowry Deaths	0	2
Gujarat	2004	Dowry Deaths	5	58
Haryana	2004	Dowry Deaths	63	251
Himachal Pradesh	2004	Dowry Deaths	1	8
Jammu & Kashmir	2004	Dowry Deaths	2	9
Jharkhand	2004	Dowry Deaths	52	275
Karnataka	2004	Dowry Deaths	35	259
Kerala	2004	Dowry Deaths	5	31
Lakshadweep	2004	Dowry Deaths	0	0
Madhya Pradesh	2004	Dowry Deaths	260	751
Maharashtra	2004	Dowry Deaths	36	314
Manipur	2004	Dowry Deaths	0	0
Meghalaya	2004	Dowry Deaths	0	2
Mizoram	2004	Dowry Deaths	0	0
Nagaland	2004	Dowry Deaths	0	0
Odisha	2004	Dowry Deaths	44	319
Puducherry	2004	Dowry Deaths	0	6
Punjab	2004	Dowry Deaths	47	113
Rajasthan	2004	Dowry Deaths	126	379
Sikkim	2004	Dowry Deaths	0	0
Tamil Nadu	2004	Dowry Deaths	42	225
Tripura	2004	Dowry Deaths	1	20
Uttar Pradesh	2004	Dowry Deaths	727	1708
Uttarakhand	2004	Dowry Deaths	30	82
West Bengal	2004	Dowry Deaths	29	396
Andaman & Nicobar Islands	2005	Dowry Deaths	0	0
Andhra Pradesh	2005	Dowry Deaths	118	443
Arunachal Pradesh	2005	Dowry Deaths	0	0
Assam	2005	Dowry Deaths	15	99
Bihar	2005	Dowry Deaths	110	1014
Chandigarh	2005	Dowry Deaths	0	3
Chhattisgarh	2005	Dowry Deaths	26	100
Dadra & Nagar Haveli	2005	Dowry Deaths	0	0
Daman & Diu	2005	Dowry Deaths	0	1
Delhi	2005	Dowry Deaths	40	114
Goa	2005	Dowry Deaths	0	2
Gujarat	2005	Dowry Deaths	10	48
Haryana	2005	Dowry Deaths	52	212
Himachal Pradesh	2005	Dowry Deaths	1	2
Jammu & Kashmir	2005	Dowry Deaths	1	5
Jharkhand	2005	Dowry Deaths	71	257
Karnataka	2005	Dowry Deaths	63	261
Kerala	2005	Dowry Deaths	10	21
Lakshadweep	2005	Dowry Deaths	0	0
Madhya Pradesh	2005	Dowry Deaths	262	739
Maharashtra	2005	Dowry Deaths	34	341
Manipur	2005	Dowry Deaths	0	0
Meghalaya	2005	Dowry Deaths	0	1
Mizoram	2005	Dowry Deaths	2	4
Nagaland	2005	Dowry Deaths	0	0
Odisha	2005	Dowry Deaths	35	334
Puducherry	2005	Dowry Deaths	0	4
Punjab	2005	Dowry Deaths	28	99
Rajasthan	2005	Dowry Deaths	119	361
Sikkim	2005	Dowry Deaths	0	0
Tamil Nadu	2005	Dowry Deaths	71	215
Tripura	2005	Dowry Deaths	7	34
Uttar Pradesh	2005	Dowry Deaths	678	1564
Uttarakhand	2005	Dowry Deaths	14	63
West Bengal	2005	Dowry Deaths	94	446
Andaman & Nicobar Islands	2006	Dowry Deaths	0	0
Andhra Pradesh	2006	Dowry Deaths	73	519
Arunachal Pradesh	2006	Dowry Deaths	0	1
Assam	2006	Dowry Deaths	30	105
Bihar	2006	Dowry Deaths	138	1188
Chandigarh	2006	Dowry Deaths	0	10
Chhattisgarh	2006	Dowry Deaths	23	103
Dadra & Nagar Haveli	2006	Dowry Deaths	0	1
Daman & Diu	2006	Dowry Deaths	0	0
Delhi	2006	Dowry Deaths	47	137
Goa	2006	Dowry Deaths	0	0
Gujarat	2006	Dowry Deaths	3	50
Haryana	2006	Dowry Deaths	69	255
Himachal Pradesh	2006	Dowry Deaths	1	3
Jammu & Kashmir	2006	Dowry Deaths	0	10
Jharkhand	2006	Dowry Deaths	60	281
Karnataka	2006	Dowry Deaths	41	244
Kerala	2006	Dowry Deaths	6	25
Lakshadweep	2006	Dowry Deaths	0	0
Madhya Pradesh	2006	Dowry Deaths	280	764
Maharashtra	2006	Dowry Deaths	27	387
Manipur	2006	Dowry Deaths	0	0
Meghalaya	2006	Dowry Deaths	0	6
Mizoram	2006	Dowry Deaths	0	0
Nagaland	2006	Dowry Deaths	0	0
Odisha	2006	Dowry Deaths	44	457
Puducherry	2006	Dowry Deaths	2	3
Punjab	2006	Dowry Deaths	31	130
Rajasthan	2006	Dowry Deaths	127	394
Sikkim	2006	Dowry Deaths	0	0
Tamil Nadu	2006	Dowry Deaths	48	187
Tripura	2006	Dowry Deaths	10	35
Uttar Pradesh	2006	Dowry Deaths	695	1798
Uttarakhand	2006	Dowry Deaths	18	80
West Bengal	2006	Dowry Deaths	57	445
Andaman & Nicobar Islands	2007	Dowry Deaths	0	1
Andhra Pradesh	2007	Dowry Deaths	97	613
Arunachal Pradesh	2007	Dowry Deaths	0	0
Assam	2007	Dowry Deaths	20	100
Bihar	2007	Dowry Deaths	167	1172
Chandigarh	2007	Dowry Deaths	3	1
Chhattisgarh	2007	Dowry Deaths	23	100
Dadra & Nagar Haveli	2007	Dowry Deaths	0	0
Daman & Diu	2007	Dowry Deaths	0	1
Delhi	2007	Dowry Deaths	56	138
Goa	2007	Dowry Deaths	0	2
Gujarat	2007	Dowry Deaths	4	42
Haryana	2007	Dowry Deaths	62	269
Himachal Pradesh	2007	Dowry Deaths	1	8
Jammu & Kashmir	2007	Dowry Deaths	0	9
Jharkhand	2007	Dowry Deaths	92	303
Karnataka	2007	Dowry Deaths	27	251
Kerala	2007	Dowry Deaths	4	27
Lakshadweep	2007	Dowry Deaths	0	0
Madhya Pradesh	2007	Dowry Deaths	279	742
Maharashtra	2007	Dowry Deaths	30	436
Manipur	2007	Dowry Deaths	0	0
Meghalaya	2007	Dowry Deaths	0	2
Mizoram	2007	Dowry Deaths	0	0
Nagaland	2007	Dowry Deaths	0	0
Odisha	2007	Dowry Deaths	31	461
Puducherry	2007	Dowry Deaths	1	2
Punjab	2007	Dowry Deaths	43	133
Rajasthan	2007	Dowry Deaths	118	439
Sikkim	2007	Dowry Deaths	0	0
Tamil Nadu	2007	Dowry Deaths	64	208
Tripura	2007	Dowry Deaths	11	36
Uttar Pradesh	2007	Dowry Deaths	739	2076
Uttarakhand	2007	Dowry Deaths	28	70
West Bengal	2007	Dowry Deaths	46	451
Andaman & Nicobar Islands	2008	Dowry Deaths	0	2
Andhra Pradesh	2008	Dowry Deaths	67	556
Arunachal Pradesh	2008	Dowry Deaths	0	0
Assam	2008	Dowry Deaths	20	103
Bihar	2008	Dowry Deaths	177	1210
Chandigarh	2008	Dowry Deaths	1	3
Chhattisgarh	2008	Dowry Deaths	25	106
Dadra & Nagar Haveli	2008	Dowry Deaths	0	0
Daman & Diu	2008	Dowry Deaths	0	0
Delhi	2008	Dowry Deaths	13	129
Goa	2008	Dowry Deaths	0	2
Gujarat	2008	Dowry Deaths	1	27
Haryana	2008	Dowry Deaths	69	302
Himachal Pradesh	2008	Dowry Deaths	3	3
Jammu & Kashmir	2008	Dowry Deaths	0	21
Jharkhand	2008	Dowry Deaths	55	266
Karnataka	2008	Dowry Deaths	24	259
Kerala	2008	Dowry Deaths	2	31
Lakshadweep	2008	Dowry Deaths	0	0
Madhya Pradesh	2008	Dowry Deaths	295	805
Maharashtra	2008	Dowry Deaths	24	390
Manipur	2008	Dowry Deaths	0	1
Meghalaya	2008	Dowry Deaths	0	2
Mizoram	2008	Dowry Deaths	0	0
Nagaland	2008	Dowry Deaths	0	0
Odisha	2008	Dowry Deaths	37	401
Puducherry	2008	Dowry Deaths	0	2
Punjab	2008	Dowry Deaths	39	128
Rajasthan	2008	Dowry Deaths	121	439
Sikkim	2008	Dowry Deaths	0	0
Tamil Nadu	2008	Dowry Deaths	44	207
Tripura	2008	Dowry Deaths	2	16
Uttar Pradesh	2008	Dowry Deaths	870	2237
Uttarakhand	2008	Dowry Deaths	19	73
West Bengal	2008	Dowry Deaths	40	451
Andaman & Nicobar Islands	2009	Dowry Deaths	0	1
Andhra Pradesh	2009	Dowry Deaths	62	546
Arunachal Pradesh	2009	Dowry Deaths	0	0
Assam	2009	Dowry Deaths	20	170
Bihar	2009	Dowry Deaths	140	1295
Chandigarh	2009	Dowry Deaths	2	2
Chhattisgarh	2009	Dowry Deaths	31	128
Dadra & Nagar Haveli	2009	Dowry Deaths	0	0
Daman & Diu	2009	Dowry Deaths	0	0
Delhi	2009	Dowry Deaths	35	141
Goa	2009	Dowry Deaths	0	3
Gujarat	2009	Dowry Deaths	0	24
Haryana	2009	Dowry Deaths	63	281
Himachal Pradesh	2009	Dowry Deaths	1	1
Jammu & Kashmir	2009	Dowry Deaths	1	12
Jharkhand	2009	Dowry Deaths	80	295
Karnataka	2009	Dowry Deaths	13	264
Kerala	2009	Dowry Deaths	2	20
Lakshadweep	2009	Dowry Deaths	0	0
Madhya Pradesh	2009	Dowry Deaths	257	858
Maharashtra	2009	Dowry Deaths	30	341
Manipur	2009	Dowry Deaths	0	0
Meghalaya	2009	Dowry Deaths	0	0
Mizoram	2009	Dowry Deaths	0	0
Nagaland	2009	Dowry Deaths	0	0
Odisha	2009	Dowry Deaths	47	384
Puducherry	2009	Dowry Deaths	1	0
Punjab	2009	Dowry Deaths	61	126
Rajasthan	2009	Dowry Deaths	93	436
Sikkim	2009	Dowry Deaths	0	0
Tamil Nadu	2009	Dowry Deaths	35	194
Tripura	2009	Dowry Deaths	7	29
Uttar Pradesh	2009	Dowry Deaths	823	2232
Uttarakhand	2009	Dowry Deaths	42	94
West Bengal	2009	Dowry Deaths	36	506
Andaman & Nicobar Islands	2010	Dowry Deaths	0	0
Andhra Pradesh	2010	Dowry Deaths	80	588
Arunachal Pradesh	2010	Dowry Deaths	0	0
Assam	2010	Dowry Deaths	13	175
Bihar	2010	Dowry Deaths	146	1257
Chandigarh	2010	Dowry Deaths	2	5
Chhattisgarh	2010	Dowry Deaths	31	115
Dadra & Nagar Haveli	2010	Dowry Deaths	0	0
Daman & Diu	2010	Dowry Deaths	0	0
Delhi	2010	Dowry Deaths	27	143
Goa	2010	Dowry Deaths	1	1
Gujarat	2010	Dowry Deaths	1	19
Haryana	2010	Dowry Deaths	89	284
Himachal Pradesh	2010	Dowry Deaths	0	2
Jammu & Kashmir	2010	Dowry Deaths	0	9
Jharkhand	2010	Dowry Deaths	74	276
Karnataka	2010	Dowry Deaths	32	248
Kerala	2010	Dowry Deaths	1	22
Lakshadweep	2010	Dowry Deaths	0	0
Madhya Pradesh	2010	Dowry Deaths	230	892
Maharashtra	2010	Dowry Deaths	22	393
Manipur	2010	Dowry Deaths	0	0
Meghalaya	2010	Dowry Deaths	0	0
Mizoram	2010	Dowry Deaths	0	0
Nagaland	2010	Dowry Deaths	0	0
Odisha	2010	Dowry Deaths	50	388
Puducherry	2010	Dowry Deaths	0	1
Punjab	2010	Dowry Deaths	56	121
Rajasthan	2010	Dowry Deaths	100	462
Sikkim	2010	Dowry Deaths	0	1
Tamil Nadu	2010	Dowry Deaths	46	165
Tripura	2010	Dowry Deaths	3	25
Uttar Pradesh	2010	Dowry Deaths	992	2217
Uttarakhand	2010	Dowry Deaths	39	75
West Bengal	2010	Dowry Deaths	24	507
Andaman & Nicobar Islands	2001	Molestation	0	19
Andhra Pradesh	2001	Molestation	581	3544
Arunachal Pradesh	2001	Molestation	28	78
Assam	2001	Molestation	75	850
Bihar	2001	Molestation	85	562
Chandigarh	2001	Molestation	16	24
Chhattisgarh	2001	Molestation	231	1763
Dadra & Nagar Haveli	2001	Molestation	0	7
Daman & Diu	2001	Molestation	0	0
Delhi	2001	Molestation	146	502
Goa	2001	Molestation	7	17
Gujarat	2001	Molestation	35	756
Haryana	2001	Molestation	126	478
Himachal Pradesh	2001	Molestation	24	310
Jammu & Kashmir	2001	Molestation	26	622
Jharkhand	2001	Molestation	29	297
